Year,Race,Driver,Constructor,Position,Points
2017,Brazilian Grand Prix,Pérez,Force India,9,2.0
2017,Brazilian Grand Prix,Hülkenberg,Renault,10,1.0
2017,Brazilian Grand Prix,Sainz,Renault,11,0.0
2017,Brazilian Grand Prix,Gasly,Toro Rosso,12,0.0
2017,Brazilian Grand Prix,Ericsson,Sauber,13,0.0
2017,Brazilian Grand Prix,Wehrlein,Sauber,14,0.0
2017,Brazilian Grand Prix,Grosjean,Haas F1 Team,15,0.0
2017,Brazilian Grand Prix,Stroll,Williams,16,0.0
2017,Brazilian Grand Prix,Hartley,Toro Rosso,17,0.0
2017,Brazilian Grand Prix,Ocon,Force India,18,0.0
2017,Brazilian Grand Prix,Vandoorne,McLaren,19,0.0
2017,Brazilian Grand Prix,Magnussen,Haas F1 Team,20,0.0
2017,British Grand Prix,Hamilton,Mercedes,1,25.0
2017,British Grand Prix,Bottas,Mercedes,2,18.0
2017,British Grand Prix,Räikkönen,Ferrari,3,15.0
2017,British Grand Prix,Verstappen,Red Bull,4,12.0
2017,British Grand Prix,Ricciardo,Red Bull,5,10.0
2017,British Grand Prix,Hülkenberg,Renault,6,8.0
2017,British Grand Prix,Vettel,Ferrari,7,6.0
2017,British Grand Prix,Ocon,Force India,8,4.0
2017,British Grand Prix,Pérez,Force India,9,2.0
2017,British Grand Prix,Massa,Williams,10,1.0
2017,British Grand Prix,Vandoorne,McLaren,11,0.0
2017,British Grand Prix,Magnussen,Haas F1 Team,12,0.0
2017,British Grand Prix,Grosjean,Haas F1 Team,13,0.0
2017,British Grand Prix,Ericsson,Sauber,14,0.0
2017,British Grand Prix,Kvyat,Toro Rosso,15,0.0
2017,British Grand Prix,Stroll,Williams,16,0.0
2017,British Grand Prix,Wehrlein,Sauber,17,0.0
2017,British Grand Prix,Alonso,McLaren,18,0.0
2017,British Grand Prix,Sainz,Toro Rosso,19,0.0
2017,British Grand Prix,Palmer,Renault,20,0.0
2017,Canadian Grand Prix,Hamilton,Mercedes,1,25.0
2017,Canadian Grand Prix,Bottas,Mercedes,2,18.0
2017,Canadian Grand Prix,Ricciardo,Red Bull,3,15.0
2017,Canadian Grand Prix,Vettel,Ferrari,4,12.0
2017,Canadian Grand Prix,Pérez,Force India,5,10.0
2017,Canadian Grand Prix,Ocon,Force India,6,8.0
2017,Canadian Grand Prix,Räikkönen,Ferrari,7,6.0
2017,Canadian Grand Prix,Hülkenberg,Renault,8,4.0
2017,Canadian Grand Prix,Stroll,Williams,9,2.0
2017,Canadian Grand Prix,Grosjean,Haas F1 Team,10,1.0
2017,Canadian Grand Prix,Palmer,Renault,11,0.0
2017,Canadian Grand Prix,Magnussen,Haas F1 Team,12,0.0
2017,Canadian Grand Prix,Ericsson,Sauber,13,0.0
2017,Canadian Grand Prix,Vandoorne,McLaren,14,0.0
2017,Canadian Grand Prix,Wehrlein,Sauber,15,0.0
2017,Canadian Grand Prix,Alonso,McLaren,16,0.0
2017,Canadian Grand Prix,Kvyat,Toro Rosso,17,0.0
2017,Canadian Grand Prix,Verstappen,Red Bull,18,0.0
2017,Canadian Grand Prix,Massa,Williams,19,0.0
2017,Canadian Grand Prix,Sainz,Toro Rosso,20,0.0
2017,Chinese Grand Prix,Hamilton,Mercedes,1,25.0
2017,Chinese Grand Prix,Vettel,Ferrari,2,18.0
2017,Chinese Grand Prix,Verstappen,Red Bull,3,15.0
2017,Chinese Grand Prix,Ricciardo,Red Bull,4,12.0
2017,Chinese Grand Prix,Räikkönen,Ferrari,5,10.0
2017,Chinese Grand Prix,Bottas,Mercedes,6,8.0
2017,Chinese Grand Prix,Sainz,Toro Rosso,7,6.0
2017,Chinese Grand Prix,Magnussen,Haas F1 Team,8,4.0
2017,Chinese Grand Prix,Pérez,Force India,9,2.0
2017,Chinese Grand Prix,Ocon,Force India,10,1.0
2017,Chinese Grand Prix,Grosjean,Haas F1 Team,11,0.0
2017,Chinese Grand Prix,Hülkenberg,Renault,12,0.0
2017,Chinese Grand Prix,Palmer,Renault,13,0.0
2017,Chinese Grand Prix,Massa,Williams,14,0.0
2017,Chinese Grand Prix,Ericsson,Sauber,15,0.0
2017,Chinese Grand Prix,Alonso,McLaren,16,0.0
2017,Chinese Grand Prix,Kvyat,Toro Rosso,17,0.0
2017,Chinese Grand Prix,Vandoorne,McLaren,18,0.0
2017,Chinese Grand Prix,Giovinazzi,Sauber,19,0.0
2017,Chinese Grand Prix,Stroll,Williams,20,0.0
2017,Hungarian Grand Prix,Vettel,Ferrari,1,25.0
2017,Hungarian Grand Prix,Räikkönen,Ferrari,2,18.0
2017,Hungarian Grand Prix,Bottas,Mercedes,3,15.0
2017,Hungarian Grand Prix,Hamilton,Mercedes,4,12.0
2017,Hungarian Grand Prix,Verstappen,Red Bull,5,10.0
2017,Hungarian Grand Prix,Alonso,McLaren,6,8.0
2017,Hungarian Grand Prix,Sainz,Toro Rosso,7,6.0
2017,Hungarian Grand Prix,Pérez,Force India,8,4.0
2017,Hungarian Grand Prix,Ocon,Force India,9,2.0
2017,Hungarian Grand Prix,Vandoorne,McLaren,10,1.0
2017,Hungarian Grand Prix,Kvyat,Toro Rosso,11,0.0
2017,Hungarian Grand Prix,Palmer,Renault,12,0.0
2017,Hungarian Grand Prix,Magnussen,Haas F1 Team,13,0.0
2017,Hungarian Grand Prix,Stroll,Williams,14,0.0
2017,Hungarian Grand Prix,Wehrlein,Sauber,15,0.0
2017,Hungarian Grand Prix,Ericsson,Sauber,16,0.0
2017,Hungarian Grand Prix,Hülkenberg,Renault,17,0.0
2017,Hungarian Grand Prix,di Resta,Williams,18,0.0
2017,Hungarian Grand Prix,Grosjean,Haas F1 Team,19,0.0
2017,Hungarian Grand Prix,Ricciardo,Red Bull,20,0.0
2017,Italian Grand Prix,Hamilton,Mercedes,1,25.0
2017,Italian Grand Prix,Bottas,Mercedes,2,18.0
2017,Italian Grand Prix,Vettel,Ferrari,3,15.0
2017,Italian Grand Prix,Ricciardo,Red Bull,4,12.0
2017,Italian Grand Prix,Räikkönen,Ferrari,5,10.0
2017,Italian Grand Prix,Ocon,Force India,6,8.0
2017,Italian Grand Prix,Stroll,Williams,7,6.0
2017,Italian Grand Prix,Massa,Williams,8,4.0
2017,Italian Grand Prix,Pérez,Force India,9,2.0
2017,Italian Grand Prix,Verstappen,Red Bull,10,1.0
2017,Italian Grand Prix,Magnussen,Haas F1 Team,11,0.0
2017,Italian Grand Prix,Kvyat,Toro Rosso,12,0.0
2017,Italian Grand Prix,Hülkenberg,Renault,13,0.0
2017,Italian Grand Prix,Sainz,Toro Rosso,14,0.0
2017,Italian Grand Prix,Grosjean,Haas F1 Team,15,0.0
2017,Italian Grand Prix,Wehrlein,Sauber,16,0.0
2017,Italian Grand Prix,Alonso,McLaren,17,0.0
2017,Italian Grand Prix,Ericsson,Sauber,18,0.0
2017,Italian Grand Prix,Vandoorne,McLaren,19,0.0
2017,Italian Grand Prix,Palmer,Renault,20,0.0
2017,Japanese Grand Prix,Hamilton,Mercedes,1,25.0
2017,Japanese Grand Prix,Verstappen,Red Bull,2,18.0
2017,Japanese Grand Prix,Ricciardo,Red Bull,3,15.0
2017,Japanese Grand Prix,Bottas,Mercedes,4,12.0
2017,Japanese Grand Prix,Räikkönen,Ferrari,5,10.0
2017,Japanese Grand Prix,Ocon,Force India,6,8.0
2017,Japanese Grand Prix,Pérez,Force India,7,6.0
2017,Japanese Grand Prix,Magnussen,Haas F1 Team,8,4.0
2017,Japanese Grand Prix,Grosjean,Haas F1 Team,9,2.0
2017,Japanese Grand Prix,Massa,Williams,10,1.0
2017,Japanese Grand Prix,Alonso,McLaren,11,0.0
2017,Japanese Grand Prix,Palmer,Renault,12,0.0
2017,Japanese Grand Prix,Gasly,Toro Rosso,13,0.0
2017,Japanese Grand Prix,Vandoorne,McLaren,14,0.0
2017,Japanese Grand Prix,Wehrlein,Sauber,15,0.0
2017,Japanese Grand Prix,Stroll,Williams,16,0.0
2017,Japanese Grand Prix,Hülkenberg,Renault,17,0.0
2017,Japanese Grand Prix,Ericsson,Sauber,18,0.0
2017,Japanese Grand Prix,Vettel,Ferrari,19,0.0
2017,Japanese Grand Prix,Sainz,Toro Rosso,20,0.0
2017,Malaysian Grand Prix,Verstappen,Red Bull,1,25.0
2017,Malaysian Grand Prix,Hamilton,Mercedes,2,18.0
2017,Malaysian Grand Prix,Ricciardo,Red Bull,3,15.0
2017,Malaysian Grand Prix,Vettel,Ferrari,4,12.0
2017,Malaysian Grand Prix,Bottas,Mercedes,5,10.0
2017,Malaysian Grand Prix,Pérez,Force India,6,8.0
2017,Malaysian Grand Prix,Vandoorne,McLaren,7,6.0
2017,Malaysian Grand Prix,Stroll,Williams,8,4.0
2017,Malaysian Grand Prix,Massa,Williams,9,2.0
2017,Malaysian Grand Prix,Ocon,Force India,10,1.0
2017,Malaysian Grand Prix,Alonso,McLaren,11,0.0
2017,Malaysian Grand Prix,Magnussen,Haas F1 Team,12,0.0
2017,Malaysian Grand Prix,Grosjean,Haas F1 Team,13,0.0
2017,Malaysian Grand Prix,Gasly,Toro Rosso,14,0.0
2017,Malaysian Grand Prix,Palmer,Renault,15,0.0
2017,Malaysian Grand Prix,Hülkenberg,Renault,16,0.0
2017,Malaysian Grand Prix,Wehrlein,Sauber,17,0.0
2017,Malaysian Grand Prix,Ericsson,Sauber,18,0.0
2017,Malaysian Grand Prix,Sainz,Toro Rosso,19,0.0
2017,Malaysian Grand Prix,Räikkönen,Ferrari,20,0.0
2017,Mexican Grand Prix,Verstappen,Red Bull,1,25.0
2017,Mexican Grand Prix,Bottas,Mercedes,2,18.0
2017,Mexican Grand Prix,Räikkönen,Ferrari,3,15.0
2017,Mexican Grand Prix,Vettel,Ferrari,4,12.0
2017,Mexican Grand Prix,Ocon,Force India,5,10.0
2017,Mexican Grand Prix,Stroll,Williams,6,8.0
2017,Mexican Grand Prix,Pérez,Force India,7,6.0
2017,Mexican Grand Prix,Magnussen,Haas F1 Team,8,4.0
2017,Mexican Grand Prix,Hamilton,Mercedes,9,2.0
2017,Mexican Grand Prix,Alonso,McLaren,10,1.0
2017,Mexican Grand Prix,Massa,Williams,11,0.0
2017,Mexican Grand Prix,Vandoorne,McLaren,12,0.0
2017,Mexican Grand Prix,Gasly,Toro Rosso,13,0.0
2017,Mexican Grand Prix,Wehrlein,Sauber,14,0.0
2017,Mexican Grand Prix,Grosjean,Haas F1 Team,15,0.0
2017,Mexican Grand Prix,Sainz,Renault,16,0.0
2017,Mexican Grand Prix,Ericsson,Sauber,17,0.0
2017,Mexican Grand Prix,Hartley,Toro Rosso,18,0.0
2017,Mexican Grand Prix,Hülkenberg,Renault,19,0.0
2017,Mexican Grand Prix,Ricciardo,Red Bull,20,0.0
2017,Monaco Grand Prix,Vettel,Ferrari,1,25.0
2017,Monaco Grand Prix,Räikkönen,Ferrari,2,18.0
2017,Monaco Grand Prix,Ricciardo,Red Bull,3,15.0
2017,Monaco Grand Prix,Bottas,Mercedes,4,12.0
2017,Monaco Grand Prix,Verstappen,Red Bull,5,10.0
2017,Monaco Grand Prix,Sainz,Toro Rosso,6,8.0
2017,Monaco Grand Prix,Hamilton,Mercedes,7,6.0
2017,Monaco Grand Prix,Grosjean,Haas F1 Team,8,4.0
2017,Monaco Grand Prix,Massa,Williams,9,2.0
2017,Monaco Grand Prix,Magnussen,Haas F1 Team,10,1.0
2017,Monaco Grand Prix,Palmer,Renault,11,0.0
2017,Monaco Grand Prix,Ocon,Force India,12,0.0
2017,Monaco Grand Prix,Pérez,Force India,13,0.0
2017,Monaco Grand Prix,Kvyat,Toro Rosso,14,0.0
2017,Monaco Grand Prix,Stroll,Williams,15,0.0
2017,Monaco Grand Prix,Vandoorne,McLaren,16,0.0
2017,Monaco Grand Prix,Ericsson,Sauber,17,0.0
2017,Monaco Grand Prix,Button,McLaren,18,0.0
2017,Monaco Grand Prix,Wehrlein,Sauber,19,0.0
2017,Monaco Grand Prix,Hülkenberg,Renault,20,0.0
2017,Russian Grand Prix,Bottas,Mercedes,1,25.0
2017,Russian Grand Prix,Vettel,Ferrari,2,18.0
2017,Russian Grand Prix,Räikkönen,Ferrari,3,15.0
2017,Russian Grand Prix,Hamilton,Mercedes,4,12.0
2017,Russian Grand Prix,Verstappen,Red Bull,5,10.0
2017,Russian Grand Prix,Pérez,Force India,6,8.0
2017,Russian Grand Prix,Ocon,Force India,7,6.0
2017,Russian Grand Prix,Hülkenberg,Renault,8,4.0
2017,Russian Grand Prix,Massa,Williams,9,2.0
2017,Russian Grand Prix,Sainz,Toro Rosso,10,1.0
2017,Russian Grand Prix,Stroll,Williams,11,0.0
2017,Russian Grand Prix,Kvyat,Toro Rosso,12,0.0
2017,Russian Grand Prix,Magnussen,Haas F1 Team,13,0.0
2017,Russian Grand Prix,Vandoorne,McLaren,14,0.0
2017,Russian Grand Prix,Ericsson,Sauber,15,0.0
2017,Russian Grand Prix,Wehrlein,Sauber,16,0.0
2017,Russian Grand Prix,Ricciardo,Red Bull,17,0.0
2017,Russian Grand Prix,Palmer,Renault,18,0.0
2017,Russian Grand Prix,Grosjean,Haas F1 Team,19,0.0
2017,Russian Grand Prix,Alonso,McLaren,20,0.0
2017,Singapore Grand Prix,Hamilton,Mercedes,1,25.0
2017,Singapore Grand Prix,Ricciardo,Red Bull,2,18.0
2017,Singapore Grand Prix,Bottas,Mercedes,3,15.0
2017,Singapore Grand Prix,Sainz,Toro Rosso,4,12.0
2017,Singapore Grand Prix,Pérez,Force India,5,10.0
2017,Singapore Grand Prix,Palmer,Renault,6,8.0
2017,Singapore Grand Prix,Vandoorne,McLaren,7,6.0
2017,Singapore Grand Prix,Stroll,Williams,8,4.0
2017,Singapore Grand Prix,Grosjean,Haas F1 Team,9,2.0
2017,Singapore Grand Prix,Ocon,Force India,10,1.0
2017,Singapore Grand Prix,Massa,Williams,11,0.0
2017,Singapore Grand Prix,Wehrlein,Sauber,12,0.0
2017,Singapore Grand Prix,Magnussen,Haas F1 Team,13,0.0
2017,Singapore Grand Prix,Hülkenberg,Renault,14,0.0
2017,Singapore Grand Prix,Ericsson,Sauber,15,0.0
2017,Singapore Grand Prix,Kvyat,Toro Rosso,16,0.0
2017,Singapore Grand Prix,Alonso,McLaren,17,0.0
2017,Singapore Grand Prix,Vettel,Ferrari,18,0.0
2017,Singapore Grand Prix,Verstappen,Red Bull,19,0.0
2017,Singapore Grand Prix,Räikkönen,Ferrari,20,0.0
2017,Spanish Grand Prix,Hamilton,Mercedes,1,25.0
2017,Spanish Grand Prix,Vettel,Ferrari,2,18.0
2017,Spanish Grand Prix,Ricciardo,Red Bull,3,15.0
2017,Spanish Grand Prix,Pérez,Force India,4,12.0
2017,Spanish Grand Prix,Ocon,Force India,5,10.0
2017,Spanish Grand Prix,Hülkenberg,Renault,6,8.0
2017,Spanish Grand Prix,Sainz,Toro Rosso,7,6.0
2017,Spanish Grand Prix,Wehrlein,Sauber,8,4.0
2017,Spanish Grand Prix,Kvyat,Toro Rosso,9,2.0
2017,Spanish Grand Prix,Grosjean,Haas F1 Team,10,1.0
2017,Spanish Grand Prix,Ericsson,Sauber,11,0.0
2017,Spanish Grand Prix,Alonso,McLaren,12,0.0
2017,Spanish Grand Prix,Massa,Williams,13,0.0
2017,Spanish Grand Prix,Magnussen,Haas F1 Team,14,0.0
2017,Spanish Grand Prix,Palmer,Renault,15,0.0
2017,Spanish Grand Prix,Stroll,Williams,16,0.0
2017,Spanish Grand Prix,Bottas,Mercedes,17,0.0
2017,Spanish Grand Prix,Vandoorne,McLaren,18,0.0
2017,Spanish Grand Prix,Verstappen,Red Bull,19,0.0
2017,Spanish Grand Prix,Räikkönen,Ferrari,20,0.0
2017,United States Grand Prix,Hamilton,Mercedes,1,25.0
2017,United States Grand Prix,Vettel,Ferrari,2,18.0
2017,United States Grand Prix,Räikkönen,Ferrari,3,15.0
2017,United States Grand Prix,Verstappen,Red Bull,4,12.0
2017,United States Grand Prix,Bottas,Mercedes,5,10.0
2017,United States Grand Prix,Ocon,Force India,6,8.0
2017,United States Grand Prix,Sainz,Renault,7,6.0
2017,United States Grand Prix,Pérez,Force India,8,4.0
2017,United States Grand Prix,Massa,Williams,9,2.0
2017,United States Grand Prix,Kvyat,Toro Rosso,10,1.0
2017,United States Grand Prix,Stroll,Williams,11,0.0
2017,United States Grand Prix,Vandoorne,McLaren,12,0.0
2017,United States Grand Prix,Hartley,Toro Rosso,13,0.0
2017,United States Grand Prix,Grosjean,Haas F1 Team,14,0.0
2017,United States Grand Prix,Ericsson,Sauber,15,0.0
2017,United States Grand Prix,Magnussen,Haas F1 Team,16,0.0
2017,United States Grand Prix,Alonso,McLaren,17,0.0
2017,United States Grand Prix,Ricciardo,Red Bull,18,0.0
2017,United States Grand Prix,Wehrlein,Sauber,19,0.0
2017,United States Grand Prix,Hülkenberg,Renault,20,0.0
2018,Abu Dhabi Grand Prix,Hamilton,Mercedes,1,25.0
2018,Abu Dhabi Grand Prix,Vettel,Ferrari,2,18.0
2018,Abu Dhabi Grand Prix,Verstappen,Red Bull,3,15.0
2018,Abu Dhabi Grand Prix,Ricciardo,Red Bull,4,12.0
2018,Abu Dhabi Grand Prix,Bottas,Mercedes,5,10.0
2018,Abu Dhabi Grand Prix,Sainz,Renault,6,8.0
2018,Abu Dhabi Grand Prix,Leclerc,Sauber,7,6.0
2018,Abu Dhabi Grand Prix,Pérez,Force India,8,4.0
2018,Abu Dhabi Grand Prix,Grosjean,Haas F1 Team,9,2.0
2018,Abu Dhabi Grand Prix,Magnussen,Haas F1 Team,10,1.0
2018,Abu Dhabi Grand Prix,Alonso,McLaren,11,0.0
2018,Abu Dhabi Grand Prix,Hartley,Toro Rosso,12,0.0
2018,Abu Dhabi Grand Prix,Stroll,Williams,13,0.0
2018,Abu Dhabi Grand Prix,Vandoorne,McLaren,14,0.0
2018,Abu Dhabi Grand Prix,Sirotkin,Williams,15,0.0
2018,Abu Dhabi Grand Prix,Gasly,Toro Rosso,16,0.0
2018,Abu Dhabi Grand Prix,Ocon,Force India,17,0.0
2018,Abu Dhabi Grand Prix,Ericsson,Sauber,18,0.0
2018,Abu Dhabi Grand Prix,Räikkönen,Ferrari,19,0.0
2018,Abu Dhabi Grand Prix,Hülkenberg,Renault,20,0.0
2018,Australian Grand Prix,Vettel,Ferrari,1,25.0
2018,Australian Grand Prix,Hamilton,Mercedes,2,18.0
2018,Australian Grand Prix,Räikkönen,Ferrari,3,15.0
2018,Australian Grand Prix,Ricciardo,Red Bull,4,12.0
2018,Australian Grand Prix,Alonso,McLaren,5,10.0
2018,Australian Grand Prix,Verstappen,Red Bull,6,8.0
2018,Australian Grand Prix,Hülkenberg,Renault,7,6.0
2018,Australian Grand Prix,Bottas,Mercedes,8,4.0
2018,Australian Grand Prix,Vandoorne,McLaren,9,2.0
2018,Australian Grand Prix,Sainz,Renault,10,1.0
2018,Australian Grand Prix,Pérez,Force India,11,0.0
2018,Australian Grand Prix,Ocon,Force India,12,0.0
2018,Australian Grand Prix,Leclerc,Sauber,13,0.0
2018,Australian Grand Prix,Stroll,Williams,14,0.0
2018,Australian Grand Prix,Hartley,Toro Rosso,15,0.0
2018,Australian Grand Prix,Grosjean,Haas F1 Team,16,0.0
2018,Australian Grand Prix,Magnussen,Haas F1 Team,17,0.0
2018,Australian Grand Prix,Gasly,Toro Rosso,18,0.0
2018,Australian Grand Prix,Ericsson,Sauber,19,0.0
2018,Australian Grand Prix,Sirotkin,Williams,20,0.0
2018,Austrian Grand Prix,Verstappen,Red Bull,1,25.0
2018,Austrian Grand Prix,Räikkönen,Ferrari,2,18.0
2018,Austrian Grand Prix,Vettel,Ferrari,3,15.0
2018,Austrian Grand Prix,Grosjean,Haas F1 Team,4,12.0
2018,Austrian Grand Prix,Magnussen,Haas F1 Team,5,10.0
2018,Austrian Grand Prix,Ocon,Force India,6,8.0
2018,Austrian Grand Prix,Pérez,Force India,7,6.0
2018,Austrian Grand Prix,Alonso,McLaren,8,4.0
2018,Austrian Grand Prix,Leclerc,Sauber,9,2.0
2018,Austrian Grand Prix,Ericsson,Sauber,10,1.0
2018,Austrian Grand Prix,Gasly,Toro Rosso,11,0.0
2018,Austrian Grand Prix,Sainz,Renault,12,0.0
2018,Austrian Grand Prix,Sirotkin,Williams,13,0.0
2018,Austrian Grand Prix,Stroll,Williams,14,0.0
2018,Austrian Grand Prix,Vandoorne,McLaren,15,0.0
2018,Austrian Grand Prix,Hamilton,Mercedes,16,0.0
2018,Austrian Grand Prix,Hartley,Toro Rosso,17,0.0
2018,Austrian Grand Prix,Ricciardo,Red Bull,18,0.0
2018,Austrian Grand Prix,Bottas,Mercedes,19,0.0
2018,Austrian Grand Prix,Hülkenberg,Renault,20,0.0
2018,Azerbaijan Grand Prix,Hamilton,Mercedes,1,25.0
2018,Azerbaijan Grand Prix,Räikkönen,Ferrari,2,18.0
2018,Azerbaijan Grand Prix,Pérez,Force India,3,15.0
2018,Azerbaijan Grand Prix,Vettel,Ferrari,4,12.0
2018,Azerbaijan Grand Prix,Sainz,Renault,5,10.0
2018,Azerbaijan Grand Prix,Leclerc,Sauber,6,8.0
2018,Azerbaijan Grand Prix,Alonso,McLaren,7,6.0
2018,Azerbaijan Grand Prix,Stroll,Williams,8,4.0
2018,Azerbaijan Grand Prix,Vandoorne,McLaren,9,2.0
2018,Azerbaijan Grand Prix,Hartley,Toro Rosso,10,1.0
2018,Azerbaijan Grand Prix,Ericsson,Sauber,11,0.0
2018,Azerbaijan Grand Prix,Gasly,Toro Rosso,12,0.0
2018,Azerbaijan Grand Prix,Magnussen,Haas F1 Team,13,0.0
2018,Azerbaijan Grand Prix,Bottas,Mercedes,14,0.0
2018,Azerbaijan Grand Prix,Grosjean,Haas F1 Team,15,0.0
2018,Azerbaijan Grand Prix,Verstappen,Red Bull,16,0.0
2018,Azerbaijan Grand Prix,Ricciardo,Red Bull,17,0.0
2018,Azerbaijan Grand Prix,Hülkenberg,Renault,18,0.0
2018,Azerbaijan Grand Prix,Ocon,Force India,19,0.0
2018,Azerbaijan Grand Prix,Sirotkin,Williams,20,0.0
2018,Bahrain Grand Prix,Vettel,Ferrari,1,25.0
2018,Bahrain Grand Prix,Bottas,Mercedes,2,18.0
2018,Bahrain Grand Prix,Hamilton,Mercedes,3,15.0
2018,Bahrain Grand Prix,Gasly,Toro Rosso,4,12.0
2018,Bahrain Grand Prix,Magnussen,Haas F1 Team,5,10.0
2018,Bahrain Grand Prix,Hülkenberg,Renault,6,8.0
2018,Bahrain Grand Prix,Alonso,McLaren,7,6.0
2018,Bahrain Grand Prix,Vandoorne,McLaren,8,4.0
2018,Bahrain Grand Prix,Ericsson,Sauber,9,2.0
2018,Bahrain Grand Prix,Ocon,Force India,10,1.0
2018,Bahrain Grand Prix,Sainz,Renault,11,0.0
2018,Bahrain Grand Prix,Leclerc,Sauber,12,0.0
2018,Bahrain Grand Prix,Grosjean,Haas F1 Team,13,0.0
2018,Bahrain Grand Prix,Stroll,Williams,14,0.0
2018,Bahrain Grand Prix,Sirotkin,Williams,15,0.0
2018,Bahrain Grand Prix,Pérez,Force India,16,0.0
2018,Bahrain Grand Prix,Hartley,Toro Rosso,17,0.0
2018,Bahrain Grand Prix,Räikkönen,Ferrari,18,0.0
2018,Bahrain Grand Prix,Verstappen,Red Bull,19,0.0
2018,Bahrain Grand Prix,Ricciardo,Red Bull,20,0.0
2018,Belgian Grand Prix,Vettel,Ferrari,1,25.0
2018,Belgian Grand Prix,Hamilton,Mercedes,2,18.0
2018,Belgian Grand Prix,Verstappen,Red Bull,3,15.0
2018,Belgian Grand Prix,Bottas,Mercedes,4,12.0
2018,Belgian Grand Prix,Pérez,Force India,5,10.0
2018,Belgian Grand Prix,Ocon,Force India,6,8.0
2018,Belgian Grand Prix,Grosjean,Haas F1 Team,7,6.0
2018,Belgian Grand Prix,Magnussen,Haas F1 Team,8,4.0
2018,Belgian Grand Prix,Gasly,Toro Rosso,9,2.0
2018,Belgian Grand Prix,Ericsson,Sauber,10,1.0
2018,Belgian Grand Prix,Sainz,Renault,11,0.0
2018,Belgian Grand Prix,Sirotkin,Williams,12,0.0
2018,Belgian Grand Prix,Stroll,Williams,13,0.0
2018,Belgian Grand Prix,Hartley,Toro Rosso,14,0.0
2018,Belgian Grand Prix,Vandoorne,McLaren,15,0.0
2018,Belgian Grand Prix,Ricciardo,Red Bull,16,0.0
2018,Belgian Grand Prix,Räikkönen,Ferrari,17,0.0
2018,Belgian Grand Prix,Leclerc,Sauber,18,0.0
2018,Belgian Grand Prix,Alonso,McLaren,19,0.0
2018,Belgian Grand Prix,Hülkenberg,Renault,20,0.0
2018,Brazilian Grand Prix,Hamilton,Mercedes,1,25.0
2018,Brazilian Grand Prix,Verstappen,Red Bull,2,18.0
2018,Brazilian Grand Prix,Räikkönen,Ferrari,3,15.0
2018,Brazilian Grand Prix,Ricciardo,Red Bull,4,12.0
2018,Brazilian Grand Prix,Bottas,Mercedes,5,10.0
2018,Brazilian Grand Prix,Vettel,Ferrari,6,8.0
2018,Brazilian Grand Prix,Leclerc,Sauber,7,6.0
2018,Brazilian Grand Prix,Grosjean,Haas F1 Team,8,4.0
2018,Brazilian Grand Prix,Magnussen,Haas F1 Team,9,2.0
2018,Brazilian Grand Prix,Pérez,Force India,10,1.0
2018,Brazilian Grand Prix,Hartley,Toro Rosso,11,0.0
2018,Brazilian Grand Prix,Sainz,Renault,12,0.0
2018,Brazilian Grand Prix,Gasly,Toro Rosso,13,0.0
2018,Brazilian Grand Prix,Vandoorne,McLaren,14,0.0
2018,Brazilian Grand Prix,Ocon,Force India,15,0.0
2018,Brazilian Grand Prix,Sirotkin,Williams,16,0.0
2018,Brazilian Grand Prix,Alonso,McLaren,17,0.0
2018,Brazilian Grand Prix,Stroll,Williams,18,0.0
2018,Brazilian Grand Prix,Hülkenberg,Renault,19,0.0
2018,Brazilian Grand Prix,Ericsson,Sauber,20,0.0
2018,British Grand Prix,Vettel,Ferrari,1,25.0
2018,British Grand Prix,Hamilton,Mercedes,2,18.0
2018,British Grand Prix,Räikkönen,Ferrari,3,15.0
2018,British Grand Prix,Bottas,Mercedes,4,12.0
2018,British Grand Prix,Ricciardo,Red Bull,5,10.0
2018,British Grand Prix,Hülkenberg,Renault,6,8.0
2018,British Grand Prix,Ocon,Force India,7,6.0
2018,British Grand Prix,Alonso,McLaren,8,4.0
2018,British Grand Prix,Magnussen,Haas F1 Team,9,2.0
2018,British Grand Prix,Pérez,Force India,10,1.0
2018,British Grand Prix,Vandoorne,McLaren,11,0.0
2018,British Grand Prix,Stroll,Williams,12,0.0
2018,British Grand Prix,Gasly,Toro Rosso,13,0.0
2018,British Grand Prix,Sirotkin,Williams,14,0.0
2018,British Grand Prix,Hartley,Toro Rosso,20,0.0
2018,British Grand Prix,Verstappen,Red Bull,15,0.0
2018,British Grand Prix,Grosjean,Haas F1 Team,16,0.0
2018,British Grand Prix,Sainz,Renault,17,0.0
2018,British Grand Prix,Ericsson,Sauber,18,0.0
2018,British Grand Prix,Leclerc,Sauber,19,0.0
2018,Canadian Grand Prix,Vettel,Ferrari,1,25.0
2018,Canadian Grand Prix,Bottas,Mercedes,2,18.0
2018,Canadian Grand Prix,Verstappen,Red Bull,3,15.0
2018,Canadian Grand Prix,Ricciardo,Red Bull,4,12.0
2018,Canadian Grand Prix,Hamilton,Mercedes,5,10.0
2018,Canadian Grand Prix,Räikkönen,Ferrari,6,8.0
2018,Canadian Grand Prix,Hülkenberg,Renault,7,6.0
2018,Canadian Grand Prix,Sainz,Renault,8,4.0
2018,Canadian Grand Prix,Ocon,Force India,9,2.0
2018,Canadian Grand Prix,Leclerc,Sauber,10,1.0
2018,Canadian Grand Prix,Gasly,Toro Rosso,11,0.0
